Date,Label,sentiment,risk_score_normalized,num_active_themes,geopolitical_conflict,economy,technology,energy,disaster,government_policy
2009-02-25,0,-0.04971139971139972,39.46934643340726,5,1,1,0,1,1,1
2009-02-26,0,0.049933155080213905,64.93335825608159,5,1,1,1,1,0,1
2009-02-27,0,0.0838888888888889,60.617781974876074,4,1,1,1,0,0,1
2009-03-02,0,-0.04361979166666667,64.11397528354446,2,1,0,1,0,0,0
2009-03-03,0,-0.00137987012987013,71.45494532474225,4,1,1,1,0,0,1
2009-03-04,1,0.011130536130536136,69.8649454493203,5,1,1,1,1,0,1
2009-03-05,0,-0.038718434343434346,38.072204470008295,3,1,1,0,0,0,1
2009-03-06,1,-0.06684952978056422,79.7757582960982,5,1,1,1,0,1,1
2009-03-09,0,0.026637341153470197,29.765865512250993,3,1,1,0,0,0,1
2009-03-10,1,-0.023341523341523344,23.408470111500677,2,1,0,0,0,0,1
2009-03-11,1,0.012168911335578006,18.895300392027714,4,1,0,0,1,1,1
2009-03-12,1,-0.05505050505050506,40.14791566987636,4,1,1,0,1,1,0
2009-03-13,1,-0.03196357514539333,62.63253795601567,4,1,0,1,1,0,1
2009-03-16,0,0.05146542646542647,26.61036026875509,4,1,1,0,1,0,1
2009-03-17,1,-0.04008620689655173,63.664877210522086,3,1,0,1,0,0,1
2009-03-18,1,-0.048418972332015815,77.43334163614577,5,1,1,1,0,1,1
2009-03-19,0,0.03936781609195402,15.438477785785107,2,1,0,0,0,0,1
2009-03-20,0,-0.02710753298988592,36.596526436745194,2,1,1,0,0,0,0
2009-03-23,1,0.0550153318903319,64.28744314135551,5,1,1,1,1,0,1
2009-03-24,0,-0.01253443526170798,34.744370472342304,3,1,1,0,0,0,1
2009-03-25,1,-0.14791666666666667,51.95066470352898,3,1,1,0,0,0,1
2009-03-26,1,0.0676954732510288,62.67587092186261,5,1,1,1,1,0,1
2009-03-27,0,-0.03260135135135135,37.294758798548386,5,1,1,0,1,1,1
2009-03-30,0,-0.062383449883449876,79.20814551580744,5,1,1,1,1,1,0
2009-03-31,1,-0.018482443482443486,35.500327723699456,4,1,1,0,0,1,1
2009-04-01,1,-0.004671717171717175,21.035646330542196,3,1,0,0,1,0,1
2009-04-02,1,0.14357142857142857,14.904223087771037,4,1,1,0,1,0,1
2009-04-03,1,-0.054643206256109494,40.09615036195043,3,1,1,0,0,0,1
2009-04-06,0,-0.1160978835978836,47.906682432900446,4,1,1,0,0,1,1
2009-04-07,0,-0.06737747848858959,29.005183898447534,3,1,0,0,0,1,1
2009-04-08,1,0.03238928863928864,29.034826440016424,4,1,1,0,1,0,1
2009-04-09,1,-0.07028289810547875,67.50270103981713,4,1,0,1,1,0,1
2009-04-13,0,-0.03287530477185649,24.620158283011545,2,1,0,0,0,0,1
2009-04-14,0,0.03022774327122154,16.60012788281723,3,1,0,0,1,0,1
2009-04-15,1,0.037452651515151515,53.81013927086345,3,1,0,1,0,0,1
2009-04-16,1,0.08322418322418322,9.864588591043697,2,1,0,0,0,0,1
2009-04-17,1,-0.003631138975966554,59.031650099770616,4,1,0,1,0,1,1
2009-04-20,0,-0.1322222222222222,75.37482889716968,3,1,0,1,0,0,1
2009-04-21,1,0.007121212121212124,57.66508881078079,4,1,0,1,1,0,1
2009-04-22,0,0.08052240552240551,61.045642431355354,4,1,1,1,0,0,1
2009-04-23,1,0.09645169645169648,20.892866992757767,4,1,1,0,1,0,1
2009-04-24,1,0.07223320158102767,62.099152042458094,4,1,1,1,0,0,1
2009-04-27,0,0.0967941611234294,58.97759693067436,6,1,1,1,1,1,1
2009-04-28,0,0.008951048951048939,32.013690388052666,3,1,1,0,0,0,1
2009-04-29,1,0.08227272727272723,22.6949315108001,3,1,1,0,0,0,1
2009-04-30,0,-0.01025793650793651,72.58329592673581,5,1,1,1,1,0,1
2009-05-01,1,0.0848118686868687,60.50047661058511,5,1,1,1,1,0,1
2009-05-04,1,0.022474747474747467,17.585488557278683,3,1,0,0,1,0,1
2009-05-05,0,0.05710903679653678,25.893090218797166,3,1,1,0,0,0,1
2009-05-06,1,0.021942640692640673,17.653116234561924,1,1,0,0,0,0,0
2009-05-07,0,0.08739564007421151,60.17209429441719,6,1,1,1,1,1,1
2009-05-08,1,0.036600529100529106,66.62785747581019,5,1,1,1,1,0,1
2009-05-11,0,-0.012570145903479235,22.039490685243674,2,1,0,0,0,0,1
2009-05-12,1,0.0239200036075036,30.11122331036186,3,1,1,0,0,0,1
2009-05-13,0,0.06843022057307771,62.58248881050612,5,1,1,1,1,0,1
2009-05-14,1,0.039497800586510264,28.131375914489627,4,1,1,0,1,0,1
2009-05-15,0,0.12874503968253967,54.91682609149,4,1,1,1,0,0,1
2009-05-18,1,0.016094619666048224,69.23403930296851,6,1,1,1,1,1,1
2009-05-19,0,0.09697940947940949,8.116379334128624,2,1,0,0,0,0,1
2009-05-20,0,-0.03104802174569615,24.38792123782855,3,1,0,0,1,0,1
2009-05-21,0,0.03194444444444445,67.21961875590216,4,1,1,1,1,0,0
2009-05-22,0,-0.07163110698824986,29.54579534173502,2,1,0,0,0,0,1
2009-05-26,1,0.014049165120593694,31.365749473446456,5,1,1,0,1,1,1
2009-05-27,0,-0.019640997023809528,73.77582834660868,5,1,1,1,1,0,1
2009-05-28,1,-0.035011223344556676,37.60103951311687,4,1,1,0,1,0,1
2009-05-29,1,0.045664904201489574,52.76640971672929,3,1,0,1,0,0,1
2009-06-01,1,0.09878871128871129,46.01468280295604,3,1,0,1,0,0,1
2009-06-02,1,-0.005531442241968558,71.98258599472858,5,1,1,1,1,0,1
2009-06-03,0,0.08795537795537796,60.100954865145404,4,1,1,1,0,0,1
2009-06-04,1,0.062253487253487255,63.36751569166709,4,1,1,1,0,0,1
2009-06-05,1,0.057604895104895096,25.830069511706956,4,1,1,0,1,0,1
2009-06-08,1,-0.026767676767676774,23.84391428552413,2,1,0,0,0,0,1
2009-06-09,0,-0.10545267489711933,84.68199352528293,4,1,1,1,1,0,0
2009-06-10,0,-0.019044011544011537,35.57169975825601,4,1,1,0,1,0,1
2009-06-11,1,0.03069885361552028,67.37792610592676,5,1,1,1,1,0,1
2009-06-12,1,0.06342592592592594,25.0902503493542,3,1,1,0,0,0,1
2009-06-15,0,-0.001058836996337002,58.704725478617206,3,1,0,1,0,0,1
2009-06-16,0,-0.14423701298701294,76.90183892558883,4,1,0,1,1,0,1
2009-06-17,0,0.07635732323232322,48.86558176441312,3,1,0,1,0,0,1
2009-06-18,1,0.014975845410628017,69.37622900406345,5,1,1,1,1,0,1
2009-06-19,0,0.07457912457912458,49.09158047126643,4,1,0,1,1,0,1
2009-06-22,0,0.04496527777777778,27.436491362218867,3,1,1,0,0,0,1
2009-06-23,0,0.035010101010101005,15.992318028303792,2,1,0,0,0,0,1
2009-06-24,0,0.016170634920634926,56.514959804238394,4,1,0,1,1,0,1
2009-06-25,1,0.13066326530612246,54.673030771094965,5,1,1,1,1,0,1
2009-06-26,0,0.04856459330143541,14.269620890734606,1,1,0,0,0,0,0
2009-06-29,1,-0.017665289256198348,73.52472738002263,4,1,1,1,0,0,1
2009-06-30,0,0.05029137529137529,14.05015694274319,3,1,0,0,1,0,1
2009-07-01,1,-0.01126025883838382,72.7106852654488,5,1,1,1,1,0,1
2009-07-02,0,-0.005187747035573113,71.93890433292025,4,1,1,1,0,0,1
2009-07-06,1,-0.11952861952861954,73.76154582055531,3,1,0,1,0,0,1
2009-07-07,0,-0.02810344827586206,62.14193828131987,4,1,0,1,1,0,1
2009-07-08,1,-0.036441683316683314,75.91109786197333,5,1,1,1,1,0,1
2009-07-09,1,-0.04487734487734486,64.27380298271703,3,1,0,1,0,0,1
2009-07-10,0,-0.04842745638200184,39.30616470362983,4,1,1,0,1,0,1
2009-07-13,1,0.022493224932249326,55.71139538582081,4,1,0,1,1,1,0
2009-07-14,1,-0.024713804713804712,36.29229749473165,4,1,1,0,0,1,1
2009-07-15,1,0.026704545454545457,29.757324236443218,4,1,1,0,0,1,1
2009-07-16,1,-0.0007402977139819212,20.535985782521955,2,1,0,0,0,0,1
2009-07-17,1,0.1382125,41.004148545727624,4,1,0,1,1,0,1
2009-07-20,1,-0.004158730158730154,33.67986706668925,3,1,1,0,0,0,1
2009-07-21,1,0.05500000000000001,13.45171812754528,3,1,0,0,1,0,1
2009-07-22,0,0.04049202829690636,28.00501535490701,4,1,1,0,1,0,1
2009-07-23,1,-0.04494871070958028,26.154617959005797,3,1,0,0,1,0,1
2009-07-24,1,-0.048590909090909094,26.61752019031885,2,1,0,0,0,0,1
2009-07-27,1,0.10597147950089128,6.973539532099907,1,1,0,0,0,0,0
2009-07-28,0,0.009264455782312912,70.10211340849304,5,1,1,1,1,0,1
2009-07-29,0,-0.05244890768146581,39.81726777511038,4,1,1,0,0,1,1
2009-07-30,1,0.06696696696696697,24.640204627662634,5,1,1,0,1,1,1
2009-07-31,1,-0.05609848484848484,78.40936301309588,5,1,1,1,1,0,1
2009-08-03,1,0.044217572550905894,27.531520347915457,4,1,1,0,1,0,1
2009-08-04,1,-0.0064089167537443375,21.256434293899396,3,1,0,0,1,0,1
2009-08-05,0,-0.042013888888888885,76.61929278236312,5,1,1,1,1,0,1
2009-08-06,0,0.12778913080383666,4.200642942524547,4,1,0,0,1,1,1
2009-08-07,1,-0.07543290043290045,80.86665478529599,5,1,1,1,1,0,1
2009-08-10,0,-0.07549663299663298,68.1653364215037,4,1,0,1,0,1,1
2009-08-11,0,-0.020050705467372136,73.82789990692928,4,1,1,1,0,0,1
2009-08-12,1,0.06106902356902357,50.80863573516967,5,1,0,1,1,1,1
2009-08-13,1,-0.001146384479717812,20.587597048654377,2,1,0,0,0,0,1
2009-08-14,0,0.04325597242263907,27.65373413157082,3,1,1,0,0,0,1
2009-08-17,0,0.04944032158317872,26.86773932131878,4,1,1,0,0,1,1
2009-08-18,1,-0.015003052503052504,73.18637257221417,4,1,1,1,0,0,1
2009-08-19,1,0.08776785714285709,60.12478766979945,4,1,1,1,0,0,1
2009-08-20,1,0.015644820295983086,31.162950980953447,4,1,1,0,1,0,1
2009-08-21,1,-0.0017626430417128107,20.66591992773632,2,1,0,0,0,0,1
2009-08-24,1,0.04404761904761905,65.68137565566308,6,1,1,1,1,1,1
2009-08-25,1,0.04840754483611627,26.998999239261263,3,1,1,0,0,0,1
2009-08-26,1,-0.09889262523191096,83.8482493659542,4,1,1,1,0,0,1
2009-08-27,1,-0.04807854050711194,64.68065632916988,3,1,0,1,0,0,1
2009-08-28,0,-0.00907725907725908,34.30498348616724,4,1,1,0,1,0,1
2009-08-31,0,0.046252771618625295,14.563439981110532,4,1,0,0,1,1,1
2009-09-01,0,-0.01971300304633638,22.947306285384773,2,1,0,0,0,0,1
2009-09-02,0,0.09098948670377242,21.587082083614916,4,1,1,0,1,0,1
2009-09-03,1,0.08196155099380906,60.8627354119816,5,1,1,1,1,0,1
2009-09-04,1,0.013614294202529494,18.711600635956387,3,1,0,0,1,0,1
2009-09-08,1,0.17234707321663842,36.665842815896426,4,1,0,1,0,1,1
2009-09-09,1,-0.007346491228070173,21.375594556671587,3,1,0,0,0,1,1
2009-09-10,1,0.025900514579759868,29.859511884400785,4,1,1,0,1,0,1
2009-09-11,0,0.014035087719298248,31.36753862927722,4,1,1,0,1,0,1
2009-09-14,1,0.020137570762570767,68.72020373232421,5,1,1,1,0,1,1
2009-09-15,1,0.04047498797498797,53.426017884667374,3,1,0,1,0,0,1
2009-09-16,1,0.08850108225108226,60.03159902296679,5,1,1,1,1,0,1
2009-09-17,0,0.11683982683982685,56.42990940331608,5,1,1,1,1,0,1
2009-09-18,1,-0.014414983164983162,73.11163237954523,6,1,1,1,1,1,1
2009-09-21,0,0.06197999155316229,25.27402019860671,4,1,1,0,1,0,1
2009-09-22,1,0.10270813291646626,58.22596551132251,5,1,1,1,1,0,1
2009-09-23,0,0.04893320964749534,65.06044550491723,5,1,1,1,1,1,0
2009-09-24,0,0.05530137280137281,26.12283379924442,4,1,1,0,1,0,1
2009-09-25,0,0.06667481823731823,24.677335032069745,4,1,1,0,1,0,1
2009-09-28,1,0.03043135435992579,54.70250530356709,3,1,0,1,0,0,1
2009-09-29,0,0.025130575945793338,29.957366606830043,5,1,1,0,1,1,1
2009-09-30,0,0.07105823863636364,24.12022779323753,5,1,1,0,1,1,1
2009-10-01,0,0.04820295983086681,65.1532560094922,5,1,1,1,1,1,0
2009-10-02,0,0.03535353535353535,28.65808792263601,4,1,1,0,1,0,1
2009-10-05,1,0.04245069745069745,65.88433510296736,6,1,1,1,1,1,1
2009-10-06,1,0.07778925619834708,23.26475460857461,4,1,1,0,1,0,1
2009-10-07,0,-0.02972999222999223,75.05808095991767,6,1,1,1,1,1,1
2009-10-08,1,0.03206483439041579,29.076062688028664,5,1,1,0,1,1,1
2009-10-09,1,0.05064625850340137,26.71447175246379,4,1,1,0,1,0,1
2009-10-12,1,0.16177421536796538,12.590754752979649,3,1,1,0,0,0,1
2009-10-13,0,-0.008012820512820505,34.16969953538076,4,1,1,0,1,0,1
2009-10-14,1,0.02730234677603098,67.80960237120917,5,1,1,1,1,0,1
2009-10-15,1,0.001494490358126717,20.251957216040225,2,1,0,0,0,0,1
2009-10-16,0,0.06658612705124332,11.979188764018318,3,1,0,0,0,1,1
2009-10-19,1,-0.0025841750841750872,33.4797502742945,4,1,1,0,1,0,1
2009-10-20,0,0.13523012075643656,41.38319160212576,3,1,0,1,0,0,1
2009-10-21,0,0.029084110334110347,29.454895379752855,4,1,1,0,1,0,1
2009-10-22,1,0.0006651334776334719,71.19503725992914,5,1,1,1,1,0,1
2009-10-23,0,0.0746537503890445,49.082095964847845,5,1,0,1,1,1,1
2009-10-26,0,0.030850630850630854,67.35863610207761,5,1,1,1,1,0,1
2009-10-27,1,-0.06396481425551191,41.28087252438649,5,1,1,0,1,1,1
2009-10-28,0,0.015599876314162027,31.168663099649596,4,1,1,0,1,0,1
2009-10-29,1,0.06282991202346042,63.29425545587858,5,1,1,1,1,0,1
2009-10-30,0,0.09825528007346188,20.6636420040381,4,1,1,0,1,0,1
2009-11-02,1,-0.002989718614718608,58.95012930234416,5,1,0,1,1,1,1
2009-11-03,0,-0.017198773448773446,60.75601753217029,3,1,0,1,0,0,1
2009-11-04,1,-0.06652411208862821,41.60614439414992,4,1,1,0,1,0,1
2009-11-05,1,-0.022968319559228643,74.19871168921831,4,1,1,1,0,0,1
2009-11-06,1,0.03253710575139147,67.14429495069567,5,1,1,1,1,0,1
2009-11-09,1,0.13519283746556474,41.38793009155669,3,1,0,1,0,0,1
2009-11-10,1,0.029605263157894756,16.679241484889022,4,1,0,0,1,1,1
2009-11-11,1,0.04119853015201853,27.915223078123084,4,1,1,0,1,0,1
2009-11-12,0,0.03876262626262627,66.35306750122203,5,1,1,1,1,0,1
2009-11-13,1,0.06408277581004854,25.006768549308173,4,1,1,0,1,0,1
2009-11-16,1,0.03792819499341237,66.45911886250335,4,1,1,1,0,0,1
2009-11-17,1,0.04861541684122329,65.10083512231772,5,1,1,1,1,0,1
2009-11-18,0,-0.04877321603128055,39.35010874412186,4,1,1,0,1,0,1
2009-11-19,0,-0.05373316498316498,65.39932621289198,5,1,0,1,1,1,1
2009-11-20,0,0.017140618002686975,56.39168059591202,3,1,0,1,0,0,1
2009-11-23,1,-0.12591490299823632,87.28262370902046,5,1,1,1,0,1,1
2009-11-24,0,-0.04881829881829882,39.35583850415129,3,1,1,0,0,0,1
2009-11-25,1,0.068569573283859,62.564777891438425,4,1,1,1,0,0,1
2009-11-27,0,0.011330395794681505,31.711289242461206,3,1,1,0,0,0,1
2009-11-30,1,0.03918967452300785,28.170536945105685,4,1,1,0,0,1,1
2009-12-01,1,-0.005922318422318422,33.9040088779968,5,1,1,0,1,1,1
2009-12-02,0,-0.011523125996810218,72.74409415245458,6,1,1,1,1,1,1
2009-12-03,0,-0.03460648148148148,75.6778543822168,5,1,1,1,0,1,1
2009-12-04,1,-0.13877314814814815,50.78857667834836,3,1,1,0,0,0,1
2009-12-07,1,0.03945707070707072,28.13655244528222,4,1,1,0,1,0,1
2009-12-08,0,0.04411616161616161,27.544409087917458,3,1,1,0,0,0,1
2009-12-09,1,0.12036957941483803,55.981298380003416,5,1,1,1,1,0,1
2009-12-10,1,0.011587399087399088,31.678625618682872,4,1,1,0,1,0,1
2009-12-11,1,0.0041628264208909355,19.912827221452726,3,1,0,0,1,0,1
2009-12-14,1,0.01817386045327222,68.96977989173568,6,1,1,1,1,1,1
2009-12-15,0,-0.011721380471380476,60.059872741153,4,1,0,1,0,1,1
2009-12-16,0,-0.016819455054749178,73.41722677237345,5,1,1,1,1,0,1
